624,624,624,624,2120,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
624,624,2120,624,624,2120,2120,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
624,624,2120,624,2120,2120,2120,2115,2115,2115,2115,2115,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,2041,624,624
2041,2041,2120,624,2041,624,2120,2115,2115,2115,2115,2115,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,2041,624,624,624
2041,2041,624,624,624,624,2041,2041,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,2041,2041,2041,2041,2041,2041
2041,2041,624,2041,2041,624,624,2041,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,2041,2041,827,827,2041,2041,2041,2041,2041
2041,2041,624,2041,2041,624,624,2041,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,2041,2041,2041,2041,2041,2041,2041,2041,2041
2041,2041,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,2041,2041,2041,2041,2041,2041,2041,2041,2041
624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,2041,2041,2041,2041,2041,2041,624,624,624,624
624,624,624,624,624,624,624,624,624,2041,2041,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,2041,2041,2041,2041,2041,2041,827,2041,624,624,624,624
624,624,624,624,624,624,624,624,624,624,2041,624,624,624,624,624,624,624,624,2041,2041,624,624,624,624,2041,2041,2041,2041,2041,2041,2041,2041,827,624,624,624,624,624,624
624,624,624,624,624,624,624,2041,624,624,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,624,624,624,624,2041,2041,2041,2041,2041,2041,2041,2041,624,624,624,624,624,624,624
624,624,624,624,624,624,624,2041,624,624,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,624,624,624,624,624,624,624,624,624
624,624,624,624,624,624,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,624,624,624,624,2041,2041,2041,2041
2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041
2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,1260,2041,2041,2041,1260,2041,2041,2041,2041
2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,1260,2041,2041,2041,2041
2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,624,624,624,624,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,1260,1260,1260,2041,2041
2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,624,624,624,624,624,624,624,624,624,624,624,2041,2041,2041,2041,2041,2041,624,624,624,624,624,2041,2041,2041,624
2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
2041,2041,2041,2041,2041,2041,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
2041,2041,2041,2041,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
2193,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
2002,2193,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
2052,2052,2052,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
2052,2052,2052,2052,2052,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
624,2052,2052,2052,2052,2052,2052,624,624,624,624,624,624,624,624,624,624,624,624,970,970,970,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
624,624,624,2052,2052,2052,2052,624,624,624,624,624,624,624,2052,2052,2052,2884,2885,2885,2885,2885,2886,2193,2193,2000,624,624,624,624,624,624,624,624,624,624,624,624,624,624
624,624,624,624,2052,2052,2052,2052,2002,624,624,624,624,624,2052,2052,2052,2935,2936,2936,2936,2936,2937,2052,2052,2052,624,624,624,624,624,624,624,624,624,624,624,624,624,624
