1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
1100,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1100
1100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1100
1100,542,542,-1,-1,542,542,542,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,542,542,542,-1,-1,542,542,1100
1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1001,1002,1003,1100,1100,1100,1100,1001,1002,1003,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
1100,1151,1151,1100,1151,1151,1151,1151,1151,1151,1052,1053,1054,1151,1151,1151,1151,1052,1053,1054,1151,1151,1151,1151,1151,1151,1100,1151,1151,1100
1100,-1,-1,1151,-1,-1,-1,-1,1149,1150,1103,1104,1105,818,1045,1046,818,1103,1104,1105,1149,1150,-1,-1,-1,-1,1151,-1,-1,1100
1100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1100
1100,1100,1100,-1,-1,818,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,818,-1,-1,1100,1100,1100
1100,1151,1151,1100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1100,1151,1151,1100
1100,-1,-1,1151,-1,-1,-1,-1,-1,-1,-1,-1,-1,1100,-1,-1,1100,-1,-1,-1,-1,-1,-1,-1,-1,-1,1151,-1,-1,1100
1100,-1,-1,-1,-1,-1,1100,-1,-1,-1,-1,-1,1100,1151,-1,-1,1151,1100,-1,-1,-1,-1,-1,1100,-1,-1,-1,-1,-1,1100
1100,-1,-1,-1,-1,-1,1100,-1,-1,-1,-1,-1,1151,-1,-1,-1,-1,1151,-1,-1,-1,-1,-1,1100,-1,-1,-1,-1,-1,1100
1100,-1,-1,-1,-1,-1,1100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1100,-1,-1,-1,-1,-1,1100
1100,-1,-1,-1,-1,-1,1100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1100,-1,-1,-1,-1,-1,1100
1100,1100,-1,-1,-1,-1,1151,1100,-1,-1,-1,-1,1100,-1,-1,-1,-1,1100,-1,-1,-1,-1,1100,1151,-1,-1,-1,-1,1100,1100
1100,1151,1100,-1,-1,-1,-1,1151,1100,-1,-1,-1,1151,1100,-1,-1,1100,1151,-1,-1,-1,1100,1151,-1,-1,-1,-1,1100,1151,1100
1100,-1,1151,-1,-1,-1,-1,-1,1151,-1,-1,-1,-1,1151,-1,-1,1151,-1,-1,-1,-1,1151,-1,-1,-1,-1,-1,1151,-1,1100
1100,-1,-1,818,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,818,-1,-1,1100
1100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1100
1100,-1,-1,818,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,818,-1,-1,1100
1100,-1,1100,-1,-1,-1,-1,-1,1100,-1,-1,-1,-1,1100,-1,-1,1100,-1,-1,-1,-1,1100,-1,-1,-1,-1,-1,1100,-1,1100
1100,1100,1151,-1,-1,-1,1100,1100,1151,-1,-1,-1,1100,1151,-1,-1,1151,1100,-1,-1,-1,1151,1100,1100,-1,-1,-1,1151,1100,1100
1100,1151,-1,-1,-1,1100,1151,1151,-1,-1,-1,1100,1151,-1,-1,-1,-1,1151,1100,-1,-1,-1,1151,1151,1100,-1,-1,-1,1151,1100
1100,-1,-1,-1,-1,1100,-1,-1,-1,-1,-1,1100,-1,-1,-1,-1,-1,-1,1100,-1,-1,-1,-1,-1,1100,-1,-1,-1,-1,1100
1100,-1,-1,-1,1100,1151,-1,998,-1,-1,-1,1100,-1,-1,-1,-1,-1,-1,1100,-1,-1,-1,998,-1,1151,1100,-1,-1,-1,1100
1100,-1,-1,-1,1100,-1,-1,1049,-1,-1,-1,1100,-1,-1,820,820,-1,-1,1100,-1,-1,-1,1049,-1,-1,1100,-1,-1,-1,1100
1100,-1,-1,-1,1100,-1,-1,-1,-1,-1,-1,1100,-1,-1,-1,-1,-1,-1,1100,-1,-1,-1,-1,-1,-1,1100,-1,-1,-1,1100
1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151
