2504,-1,-1,-1,-1,-1,-1,-1,-1,-1,2704,2705,2,2,2,2,2,2,2,2,2,2,2,2,2,344,345,346,2,-1,-1,-1,-1,-1,2,2,2,2,2,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,2754,2755,2756,2757,255,-1,255,-1,255,-1,255,-1,255,153,154,2,395,396,397,2,-1,-1,-1,-1,-1,2,344,345,346,546,547
-1,-1,2911,-1,-1,-1,-1,2452,2453,2805,2806,2807,2808,306,-1,306,-1,306,-1,306,-1,306,204,205,2,446,447,448,-1,-1,-1,-1,-1,-1,2,395,396,397,597,598
-1,-1,-1,-1,-1,-1,-1,2503,2504,2452,2453,1068,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2911,2,497,498,499,-1,-1,-1,-1,-1,-1,-1,446,447,448,-1,-1
-1,-1,-1,-1,-1,-1,-1,2452,2453,2503,2504,1119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,548,549,550,-1,-1,-1,-1,-1,-1,-1,497,498,499,-1,-1
-1,-1,-1,-1,-1,-1,-1,2503,2504,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,753,-1,-1,-1,-1,-1,-1,-1,-1,-1,548,549,550,-1,751
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,804,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,802
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,754,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1010,1011,1012
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1068,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1061,1062,1063
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1119,2856,2857,1514,1515,1515,1515,1516,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,2,2,2,2,-1,-1,1112,1113,1114
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2704,2705,2907,2908,1616,1617,1571,1566,1567,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,344,345,346,255,-1,-1,-1,703
-1,-1,-1,-1,-1,-1,-1,2911,-1,-1,2754,2755,2756,2757,-1,2856,2857,1565,1566,1567,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,395,396,397,306,-1,-1,701,702
-1,-1,-1,-1,-1,-1,-1,-1,2704,2705,2805,2806,2807,2808,-1,2907,2908,1565,1566,1567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,446,447,448,2,2,2,2,2
-1,-1,-1,-1,-1,-1,-1,2754,2755,2756,2757,-1,-1,-1,2856,2857,1514,1622,1566,1567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,497,498,499,-1,-1,-1,-1,-1
