1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,2938,2936,2936,2936,2936,2938,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,969,970,970,970,1123,1122,1123
1173,1173,1173,1173,1173,1173,1175,1173,1173,1173,1173,1173,1173,1173,1177,1173,1173,2938,2936,2936,2936,2936,2938,1173,1173,1177,1173,1173,1173,1173,1173,1173,1173,969,970,1122,970,970,970,970
1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,2938,2936,2936,2936,2936,2938,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,969,970,970,970,970,970,970
1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1177,1173,2938,2936,2936,2936,2936,2938,1173,1173,1173,1173,1173,1173,1173,1173,1175,1173,1020,1021,1021,1021,1021,1021,1021
1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,2938,2936,2936,2936,2936,2938,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173
1173,1173,1175,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,2938,2936,2936,2936,2936,2938,1173,1173,1173,1173,1173,1173,1177,1173,1173,1173,1173,1173,1173,1173,1173,1177,1173
1173,1173,1173,1173,1173,1173,2888,3038,3038,3038,3038,3038,3038,3038,3038,3038,3038,3044,2936,2936,2936,2936,3041,3038,3038,3038,3038,3038,3038,3038,3038,3038,3038,3038,3038,2891,1173,1173,1173,1173
1173,1173,1173,1173,1173,1173,2938,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2938,1173,1173,1173,1173
1173,1173,1173,1173,1173,1173,2938,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2938,1173,1173,1173,1173
1173,1175,1173,1173,1173,1173,2938,2936,2936,2888,3038,3038,3038,3038,3038,3038,3038,3038,3038,3038,3038,3038,3038,3038,3038,2891,2936,2936,2888,3038,3038,3038,2891,2936,2936,2938,1173,1173,1175,1173
1173,1173,1173,1173,1173,1173,2938,2936,2936,2938,1173,1173,1173,1173,1173,1173,969,970,1122,971,1173,1173,1173,1173,1173,2938,2936,2936,2938,1173,1177,1173,2938,2936,2936,2938,1173,1173,1173,1173
3038,3038,3038,3038,3038,3038,3044,2936,2936,2938,1173,1173,1173,1173,1173,1173,969,970,970,971,1173,1173,1173,1173,1173,2938,2936,2936,2938,1173,1173,1173,2938,2936,2936,2938,1173,1173,1173,1173
2936,2936,2936,2936,2936,2936,2936,2936,2936,2938,1173,1173,1173,1175,1173,1173,969,970,1123,971,1173,1173,1173,1173,1173,2938,2936,2936,2938,1173,1173,1173,2938,2936,2936,2938,1173,1173,1173,1173
2936,2936,2936,2936,2936,2936,2936,2936,2936,2938,1173,1173,1173,1173,1173,1173,969,970,970,1025,920,1173,1173,1173,1173,2938,2936,2936,2938,1175,1177,1173,2938,2936,2936,3041,3038,3038,3038,3038
3038,3038,3038,3038,3038,3038,3038,3038,3038,3044,1173,1173,1173,1173,1173,918,1026,970,970,974,927,919,919,919,920,2938,2936,2936,2938,1173,1173,1173,2938,2936,2936,2936,2936,2936,2936,2936
1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,918,1026,1122,970,970,1025,978,975,970,970,971,2938,2936,2936,3041,3038,3038,3038,3044,2936,2936,2936,2936,2936,2936,2936
1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,918,1026,970,970,970,970,970,1025,1026,970,970,971,2938,2936,2936,2888,3038,3038,3038,3038,3038,3038,3038,3038,3038,3038,3038
918,919,919,919,919,919,919,919,919,919,919,919,919,1026,970,970,970,970,970,974,975,970,970,1123,971,2938,2936,2936,2938,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173
970,970,970,970,970,970,970,1122,970,970,970,970,970,970,970,970,970,1122,970,1025,1026,1122,974,975,1022,2938,2936,2936,2938,1173,1173,1173,1173,1173,1175,1173,1173,1173,1173,1173
970,970,970,1122,970,970,970,970,970,970,974,975,970,970,1122,970,970,970,970,970,970,974,1022,1174,1175,2938,2936,2936,2938,1173,1173,1173,1173,1173,1173,1173,1173,1173,1175,1173
