-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2351,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2450,2451,2450,2451,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2501,2502,2501,2502,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2450,2451,2450,2451,2450
-1,-1,-1,-1,-1,-1,2227,-1,-1,-1,-1,-1,-1,-1,-1,2501,2502,2501,2502,2501
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2248,-1,-1,-1,-1,2247,-1,-1,-1,-1
-1,-1,-1,-1,2248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3010
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2246,-1,-1
-1,-1,2246,-1,-1,-1,-1,-1,-1,-1,-1,-1,2227,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,2247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,3009,-1,-1,-1,-1,-1,-1,-1,-1,2247,-1,3010,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,2246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2247
2247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,2227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2248,-1,2333,-1,-1,-1,-1,-1,-1,-1,1359
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1410,-1,-1
-1,-1,-1,-1,2333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1557,1558
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1608,1609
-1,2246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2247,-1,-1,-1,2247
-1,-1,-1,-1,-1,2248,-1,-1,-1,-1,2247,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3009,2246,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,466,-1,466
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2247,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2333,-1,-1,-1,-1,-1,-1,2244,2246
-1,-1,-1,-1,-1,-1,2227,-1,-1,-1,-1,-1,-1,-1,2248,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
